epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
81,154.33,1.22922,0.76527,0.73569,0.70257,0.69885,0.67545,0.29148,2.0457,1.37224,0.80126,0.000173264,0.000173264,0.000173264
82,156.212,1.25563,0.75148,0.73548,0.68397,0.71416,0.69855,0.31386,1.9344,1.34341,0.79457,0.000165017,0.000165017,0.000165017
83,158.061,1.21737,0.76955,0.74576,0.64236,0.70514,0.68225,0.30427,1.91502,1.38483,0.7917,0.000156771,0.000156771,0.000156771
84,159.991,1.20924,0.75362,0.73597,0.68175,0.61827,0.66201,0.30038,1.91274,1.41682,0.79184,0.000148524,0.000148524,0.000148524
85,161.836,1.204,0.73025,0.73519,0.61816,0.66363,0.6559,0.29924,1.9127,1.43026,0.79095,0.000140277,0.000140277,0.000140277
86,163.687,1.21389,0.73963,0.72787,0.59676,0.67798,0.63857,0.28578,1.95512,1.48022,0.79136,0.000132031,0.000132031,0.000132031
87,165.54,1.23226,0.7256,0.73659,0.64092,0.67032,0.66296,0.29427,1.96835,1.45887,0.79265,0.000123784,0.000123784,0.000123784
88,167.389,1.21741,0.7294,0.73572,0.66835,0.69814,0.68432,0.30391,1.97319,1.42811,0.79345,0.000115537,0.000115537,0.000115537
89,169.218,1.20264,0.73615,0.74136,0.70136,0.67022,0.6757,0.28977,1.99835,1.41273,0.79666,0.00010729,0.00010729,0.00010729
90,171.076,1.27593,0.75247,0.73014,0.64204,0.65286,0.62564,0.24589,2.2113,1.45028,0.81003,9.90437e-05,9.90437e-05,9.90437e-05
91,191.533,1.20791,0.85579,0.75301,0.6998,0.70872,0.67942,0.32553,1.79837,1.38148,0.7871,9.0797e-05,9.0797e-05,9.0797e-05
92,193.385,1.17824,0.81879,0.75239,0.68031,0.70827,0.65816,0.28569,2.0088,1.42299,0.80081,8.25503e-05,8.25503e-05,8.25503e-05
93,195.272,1.14542,0.81329,0.74668,0.71922,0.72362,0.69878,0.32462,1.88394,1.37289,0.79451,7.43036e-05,7.43036e-05,7.43036e-05
94,197.128,1.15654,0.80373,0.74998,0.71753,0.71917,0.69111,0.32321,1.90083,1.38356,0.79623,6.60569e-05,6.60569e-05,6.60569e-05
95,198.951,1.09315,0.78908,0.75694,0.70745,0.69366,0.68377,0.30792,1.99265,1.38426,0.80248,5.78102e-05,5.78102e-05,5.78102e-05
96,200.803,1.09074,0.77109,0.74899,0.69982,0.70625,0.68853,0.32583,1.90382,1.38552,0.79494,4.95635e-05,4.95635e-05,4.95635e-05
97,202.652,1.09369,0.76756,0.7478,0.66609,0.69341,0.65439,0.29059,2.02998,1.43583,0.80097,4.13168e-05,4.13168e-05,4.13168e-05
98,204.509,1.08572,0.77526,0.74604,0.66913,0.69303,0.64662,0.2841,2.03774,1.46395,0.80061,3.30701e-05,3.30701e-05,3.30701e-05
99,206.352,1.05466,0.74613,0.7531,0.66612,0.69974,0.64591,0.28782,2.02472,1.44817,0.80107,2.48234e-05,2.48234e-05,2.48234e-05
100,208.219,1.07952,0.76251,0.7416,0.66374,0.69865,0.64475,0.27996,2.06738,1.44528,0.80443,1.65767e-05,1.65767e-05,1.65767e-05
