epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
88,182.145,1.12212,0.47625,0.73778,0.99599,0.98625,0.99289,0.71156,1.01099,0.48478,0.72826,0.000198202,0.000198202,0.000198202
89,184.168,1.1169,0.47948,0.73514,0.99711,0.9878,0.99195,0.70274,1.05004,0.50174,0.73212,0.000184055,0.000184055,0.000184055
90,186.207,1.14536,0.48284,0.7327,0.99701,0.98787,0.99257,0.70971,1.01053,0.48766,0.72701,0.000169908,0.000169908,0.000169908
91,208.406,1.07407,0.49489,0.74124,0.99711,0.98738,0.9918,0.71801,1.00151,0.49947,0.72826,0.000155761,0.000155761,0.000155761
92,210.488,1.04408,0.48303,0.74269,0.99565,0.98849,0.99152,0.71037,1.00094,0.49864,0.72816,0.000141614,0.000141614,0.000141614
93,212.478,1.02897,0.4761,0.73979,0.9955,0.98849,0.99134,0.70177,1.06771,0.5182,0.73067,0.000127467,0.000127467,0.000127467
94,214.496,1.02257,0.48009,0.75042,0.99581,0.98849,0.99111,0.71281,1.01419,0.50794,0.72954,0.00011332,0.00011332,0.00011332
95,216.493,1.04805,0.47433,0.73806,0.99611,0.98846,0.99118,0.70904,1.03066,0.503,0.7291,9.91726e-05,9.91726e-05,9.91726e-05
96,218.493,1.00409,0.46694,0.75489,0.99626,0.98849,0.9912,0.69271,1.07012,0.50705,0.7303,8.50255e-05,8.50255e-05,8.50255e-05
97,220.48,0.99226,0.46239,0.74175,0.9964,0.98849,0.99134,0.70153,1.0412,0.50213,0.72978,7.08784e-05,7.08784e-05,7.08784e-05
98,222.481,1.0214,0.46474,0.74215,0.9964,0.98849,0.99145,0.69826,1.04236,0.49782,0.73045,5.67313e-05,5.67313e-05,5.67313e-05
99,224.482,1.00858,0.46405,0.74442,0.9963,0.98849,0.99136,0.71009,1.01198,0.48869,0.72887,4.25842e-05,4.25842e-05,4.25842e-05
100,226.501,0.97928,0.45865,0.7484,0.99637,0.98849,0.99135,0.70779,1.01654,0.49841,0.72924,2.84371e-05,2.84371e-05,2.84371e-05
